Level,Question,Option_A,Option_B,Option_C,Option_D,Correct_Option,Solution,Needs_Review
Advanced,"X is Y’s sister, Z is Y’s father, W is X’s mother, V is Z’s son, U is V’s wife, T is U’s son. Who is T to W?",Cousin,Brother,Son,Grandchild,C,"Z (father) and W (mother) have X, Y (sisters), and V (son). U is V’s wife, T is U’s son.  
T is W’s son.",TRUE
Advanced,"A is B’s father, C is B’s sister, D is A’s wife, E is C’s husband, F is E’s daughter, G is F’s brother. Who is G to A?",G is A's nephew,A is G's mother,F is D's son,Son,D,"A (father) and D (wife) have B and C (sisters). E is C’s husband, F is E’s daughter, G is F’s brother.  
G is A’s son.",TRUE
Advanced,"P is Q’s mother, R is Q’s brother, S is P’s husband, T is R’s wife, U is T’s daughter, V is U’s brother. Who is V to S?",Aunt,Son,Daughter,Father-in-law,B,"S (father) and P (wife) have Q and R (siblings). T is R’s wife, U and V are T’s children.  
V is S’s son.",TRUE
Advanced,"X is Y’s father, Z is Y’s sister, W is X’s wife, V is Z’s son, U is V’s sister, T is U’s husband. Who is T to X?",Uncle,Nephew,Son-in-law,Cousin,C,"X (father) and W (wife) have Y and Z (sisters). V is Z’s son, U is V’s sister, T is U’s husband.  
T is X’s son-in-law.",TRUE
Advanced,"A is B’s mother, C is B’s brother, D is A’s husband, E is C’s wife, F is E’s son, G is F’s sister. Who is G to D?",F's cousin,D's sister-in-law,Daughter,B's sister,C,"D (father) and A (wife) have B and C (siblings). E is C’s wife, F and G are E’s children.  
G is D’s daughter.",TRUE
Advanced,"A man walks 5 km north, 3 km east, turns 90° left, walks 4 km, turns 135° right, walks 3 km. Where is he from the starting point?",7,13,8.58 km northeast,16,C,"North 5 km, east 3 km. 90° left (faces east to north), walks 4 km north (total 9 km north).  
135° right from north = 135° (southeast). Walks 3 km: x = 3 cos 45° ≈ 2.12 km east, y = 3 sin 45° ≈ 2.12 km south.  
Total: 3 + 2.12 = 5.12 km east, 9 - 2.12 = 6.88 km north.  
Distance = \( \sqrt{5.12^2 + 6.88^2} \approx \sqrt{26.21 + 47.33} \approx 8.58 \) km.",TRUE
Advanced,"A person walks 6 km west, 8 km south, turns 90° right, walks 10 km, turns 180°, walks 5 km. Where is he now?",8 km east,13.6 km southwest,5 km north,10 km,B,"West 6 km, south 8 km. 90° right (faces south to west), walks 10 km west (total 16 km west).  
180° (faces east), walks 5 km east (16 - 5 = 11 km west).  
Net: 11 km west, 8 km south.  
Distance = \( \sqrt{11^2 + 8^2} = \sqrt{121 + 64} = 13.6 \) km.",TRUE
Advanced,"A man walks 4 km north, 7 km east, 4 km south, 2 km west, turns 90° left, walks 3 km. Where is he from the starting point?",7,5.83 km southeast,6.66 km northwest,14,B,"North 4 km, south 4 km cancel out. East 7 km, west 2 km: net 5 km east.  
90° left from west (faces south), walks 3 km south.  
Net: 5 km east, 3 km south.  
Distance = \( \sqrt{5^2 + 3^2} = \sqrt{34} \approx 5.83 \) km.",TRUE
Advanced,"A person starts at O, walks 10 km east to P, 6 km north to Q, turns 45° left, walks 8 km to R. How far is R from O?",25,8.94 km,12.44 km,15.67 km,C,"East 10 km, north 6 km. 45° left from north (315° or northwest).  
Walks 8 km: x = 8 cos 45° ≈ 5.66 km west, y = 8 sin 45° ≈ 5.66 km north.  
Total: 10 - 5.66 ≈ 4.34 km east, 6 + 5.66 ≈ 11.66 km north.  
Distance = \( \sqrt{4.34^2 + 11.66^2} \approx \sqrt{18.84 + 135.96} \approx 12.44 \) km.",TRUE
Advanced,"A man walks 5 km south, 12 km west, turns 90° right, walks 7 km, turns 90° left, walks 4 km. Where is he now?",- 10 km northwest,- 23 km north,- 3 km east,16.12 km southwest,D,"South 5 km, west 12 km. 90° right (faces west to north), walks 7 km north (net 2 km south).  
90° left (faces west), walks 4 km west (total 16 km west).  
Distance = \( \sqrt{16^2 + 2^2} = \sqrt{260} \approx 16.12 \) km.",TRUE
Advanced,"A person walks 8 km east, turns 60° right, walks 6 km, turns 120° left, walks 4 km. How far is he from the starting point?",4,10.5,5,16.69 km,D,"East 8 km. 60° right from east (150°). 6 km: x = 6 cos 30° ≈ 5.2 km east, y = 6 sin 30° = 3 km south.  
120° left from 150° = 30°. 4 km: x = 4 cos 30° ≈ 3.46 km east, y = 4 sin 30° = 2 km north.  
Total: 8 + 5.2 + 3.46 ≈ 16.66 km east, -3 + 2 = -1 km south.  
Distance = \( \sqrt{16.66^2 + 1^2} \approx 16.69 \) km.",TRUE
Advanced,"A man walks 3 km north, 4 km east, 3 km south, turns 90° right, walks 5 km, turns 90° left, walks 2 km. Where is he now?",3.14,7.81 km southeast,12,15,B,"North 3 km, south 3 km cancel out. East 4 km. 90° right (faces south), walks 5 km south.  
90° left (faces east), walks 2 km east (total 6 km east).  
Distance = \( \sqrt{6^2 + 5^2} = \sqrt{61} \approx 7.81 \) km.",TRUE
Advanced,"A person walks 7 km west, 4 km north, turns 45° right, walks 5 km, turns 45° left, walks 3 km. Where is he now?",- 20 km southwest,- 5 km south,11.07 km northwest,- 13 km east,C,"West 7 km, north 4 km. 45° right from north (45° east). 5 km: x = 5 sin 45° ≈ 3.54 km east, y = 5 cos 45° ≈ 3.54 km north.  
45° left from 45° = 0° (north). 3 km north.  
Total: -7 + 3.54 = -3.46 km west, 4 + 3.54 + 3 = 10.54 km north.  
Distance = \( \sqrt{3.46^2 + 10.54^2} \approx 11.07 \) km.",TRUE
Advanced,"A man walks 6 km south, 8 km east, turns 90° left, walks 10 km, turns 90° right, walks 4 km. Where is he now?",14 km north,12.65 km northeast,9.8 km southeast,6.5 km west,B,"South 6 km, east 8 km. 90° left (faces east to north), walks 10 km north (net 4 km north).  
90° right (faces east), walks 4 km east (total 12 km east).  
Distance = \( \sqrt{12^2 + 4^2} = \sqrt{160} \approx 12.65 \) km.",TRUE
Advanced,"A person walks 5 km north, 3 km west, turns 135° left, walks 4 km, turns 45° right, walks 2 km. How far is he from the starting point?",4.5,7,8.14 km,12,C,"North 5 km, west 3 km. 135° left from west (225° southwest). 4 km: x = 4 cos 45° ≈ 2.83 km west, y = 4 sin 45° ≈ 2.83 km south.  
45° right from 225° = 270° (west). 2 km west.  
Total: -3 - 2.83 - 2 = -7.83 km west, 5 - 2.83 = 2.17 km north.  
Distance = \( \sqrt{7.83^2 + 2.17^2} \approx 8.14 \) km.",TRUE
Advanced,All A are B. Some B are C. No C are D. Some D are E. Conclusion: Some A are not E.,False,1,Yes,Always,A,"All A are B (A→B), some B are C (Some B are C), no C are D (No C are D), some D are E (Some D are E).  
Some B are C, no C are D, so no B (that are C) are D. No conclusion about A and E. Invalid.",TRUE
Advanced,No P are Q. All Q are R. Some R are S. No S are T. Conclusion: Some P are not T.,25,True,False,Never,B,"No P are Q (No P are Q), all Q are R (Q→R), some R are S (Some R are S), no S are T (No S are T).  
No P are R, some R are S, no S are T. No P are S, so some P are not T. Valid.",TRUE
Advanced,Some X are Y. All Y are Z. No Z are W. Some W are V. Conclusion: Some X are not V.,False,Yes,Both,Never,A,"Some X are Y (Some X are Y), all Y are Z (Y→Z), no Z are W (No Z are W), some W are V (Some W are V).  
Some X are Z, no Z are W, so no X (that are Z) are W. No conclusion about X and V. Invalid.",TRUE
Advanced,All M are N. Some N are O. No O are P. All P are Q. Conclusion: Some M are not Q.,False,Always,80%,50,A,"All M are N (M→N), some N are O (Some N are O), no O are P (No O are P), all P are Q (P→Q).  
Some N are O, no O are P, so no N (that are O) are P. Some M are not P, but all P are Q, so no conclusion about M and Q. Invalid.",TRUE
Advanced,No A are B. Some B are C. All C are D. No D are E. Conclusion: Some A are not E.,E,F,50,True,D,"No A are B (No A are B), some B are C (Some B are C), all C are D (C→D), no D are E (No D are E).  
Some B are D, no D are E, so no B (that are D) are E. No A are B, so some A are not E (since no B are E). Valid.",TRUE
Advanced,All X are Y. No Y are Z. Some Z are W. All W are V. Conclusion: No X are V.,No,22,False,All,C,"All X are Y (X→Y), no Y are Z (No Y are Z), some Z are W (Some Z are W), all W are V (W→V).  
No X are Z, some Z are V, but no conclusion about X and V. Invalid.",TRUE
Advanced,Some P are Q. No Q are R. All R are S. Some S are T. Conclusion: Some P are not T.,False,Some T are P,None,Always,A,"Some P are Q (Some P are Q), no Q are R (No Q are R), all R are S (R→S), some S are T (Some S are T).  
No P (that are Q) are R, some S are T, but no conclusion about P and T. Invalid.",TRUE
Advanced,No M are N. All N are O. Some O are P. No P are Q. Conclusion: Some M are not Q.,Not specified,Undetermined,True,False,C,"No M are N (No M are N), all N are O (N→O), some O are P (Some O are P), no P are Q (No P are Q).  
No M are O, some O are P, no P are Q, so some O are not Q. Some M are not Q (since no M are O). Valid.",TRUE
Advanced,All A are B. Some B are C. No C are D. All D are E. Conclusion: Some A are not E.,Always,True,False,Never,B,"All A are B (A→B), some B are C (Some B are C), no C are D (No C are D), all D are E (D→E).  
No B (that are C) are D, so no B are E. Some A are not E. Valid.",TRUE
Advanced,Some X are Y. All Y are Z. Some Z are W. No W are V. Conclusion: Some X are not V.,False,5,True,Not Provided,C,"Some X are Y (Some X are Y), all Y are Z (Y→Z), some Z are W (Some Z are W), no W are V (No W are V).  
Some X are Z, some Z are W, no W are V, so some X are not V. Valid.",TRUE
Advanced,"Five people A, B, C, D, E sit in a row. A is not next to B, C is to the left of D, E is not at an end, D is not next to E. Who is in the middle?",D,C,E,B,C,"C left of D: C-D. E not at ends, D not next to E, A not next to B.  
Possible: C-E-D-A-B. Middle: E.",TRUE
Advanced,"In a race, P finishes before Q, R before S, S before P, T after Q. Who is second?",22,R,T,S,D,"R > S > P > Q > T.  
Second: S.",TRUE
Advanced,"Six boxes U, V, W, X, Y, Z are stacked. U is above V, V is above W, X is below Y, Y is above Z, W is above X. Which is third from top?",U,V,Z,W,D,"U > V > W. Y > Z, X < Y, W > X.  
Possible: U-V-W-Y-X-Z. Third: W.",TRUE
Advanced,"Four people A, B, C, D have professions: doctor, lawyer, engineer, teacher. A is not a doctor, B is not a lawyer, C is not an engineer, D is not a teacher. Who is the engineer?",A,D is the engineer,Lawyer,C is the engineer,A,"A: not doctor (lawyer, engineer, teacher). B: not lawyer (doctor, engineer, teacher). C: not engineer (doctor, lawyer, teacher). D: not teacher (doctor, lawyer, engineer).  
A is engineer (B, C, D can’t be).",TRUE
Advanced,"In a line of 7, P is third from left, Q is fourth from right, R is to the left of Q, S is between P and R. Who is last?",Z,Y,T,S,A,"P is 3rd. Q is 4th (7-4+1). R left of Q, S between P and R: P-S-R-Q.  
Order: X-Y-P-S-R-Q-Z. Last: Z.",TRUE
Advanced,"Five friends M, N, O, P, Q sit around a table. M is opposite N, O is next to M, P is not next to O. Who is opposite P?",7,M,Q,O,C,"M opposite N: M-X-N-Y. O next to M: O-M-X-N. P not next to O: M-O-N-P-Q.  
Opposite P: Q.",TRUE
Advanced,"Six people A, B, C, D, E, F stand in a row. A is to the left of B, C is to the right of D, E is not next to F, B is not next to C. Who is in the middle?",D,E,F,B,D,"A-B. C-D. E not next to F, B not next to C.  
Possible: A-D-C-B-E-F (6th position middle). Middle: B.",TRUE
Advanced,"Four cars P, Q, R, S are parked in a row. P is not next to Q, Q is to the left of R, R is not next to S. Where is S?",Rightmost,S is next to Q,S is to the left of P,S is in the middle,A,"Q-R. P not next to Q, R not next to S.  
Possible: Q-R-P-S. S is rightmost.",TRUE
Advanced,"In a queue of 8, X is fifth from the front, Y is third from the back, Z is between X and Y, W is to the left of X. Who is second?",W,B,Y,Z,B,"X is 5th. Y is 6th (8-3+1). Z between X and Y: X-Z-Y. W left of X: W-X-Z-Y.  
Order: A-B-C-W-X-Z-Y-D. Second: B.",TRUE
Advanced,"Five students A, B, C, D, E sit in a row. A is not next to C, B is next to D, C is to the left of B, E is not at an end. Who is in the middle?",A,B,D,E,C,"C-B-D. A not next to C, E not at ends.  
Possible: C-B-D-E-A. Middle: D.",TRUE
Advanced,"Is x > y?  
    (1) x^2 > y^2  
    (2) x + y > 0",True,Not sufficient,7,22,B,"(1) x^2 > y^2 implies |x| > |y|. Not sufficient (e.g., x = -3, y = 2).  
(2) x + y > 0. Not sufficient.  
Combine: |x| > |y|, x + y > 0. If x > 0, x > |y| > y. If x < 0, check: x = -3, y = -1 fails. Not sufficient.",TRUE
Advanced,"What is the value of z?  
    (1) z^2 + 3z + 2 = 0  
    (2) z^2 - 4z + 3 = 0",5.1,4,Not sufficient,z is positive,C,"(1) z^2 + 3z + 2 = 0. (z + 1)(z + 2) = 0, z = -1, -2. Not sufficient.  
(2) z^2 - 4z + 3 = 0. (z - 1)(z - 3) = 0, z = 1, 3. Not sufficient.  
Combine: No common solution. Not sufficient.",TRUE
Advanced,"Is a triangle equilateral?  
    (1) Two sides are equal, and one angle is 60°  
    (2) The perimeter is 18, and one side is 6",No,Both together are sufficient,Yes,Six,B,"(1) Two sides equal, one angle 60°. Could be isosceles or equilateral. Not sufficient.  
(2) Perimeter 18, one side 6. Other sides sum to 12. Not sufficient.  
Combine: Two sides equal, one 6, sum 12, angle 60°. If all sides 6, equilateral. Sufficient.",TRUE
Advanced,"What is the value of x + y?  
    (1) x^2 + y^2 = 25  
    (2) xy = 12",7,x,22,Not sufficient,D,"(1) x^2 + y^2 = 25. Not sufficient.  
(2) xy = 12. Not sufficient.  
Combine: (x + y)^2 = x^2 + y^2 + 2xy = 25 + 24 = 49, x + y = ±7. Not sufficient.",TRUE
Advanced,"Is x divisible by 9?  
    (1) x is divisible by 3  
    (2) x is divisible by 27",42,25,Statement 2 alone is sufficient,17,C,"(1) Divisible by 3. Not sufficient (e.g., 6).  
(2) Divisible by 27 implies divisible by 9. Sufficient.",TRUE
Advanced,"What is the area of a triangle?  
    (1) Base = 8, height = 6  
    (2) Two sides are 10 and 10, included angle is 60°",20,Each alone is sufficient,5,triangle is square,B,"(1) Area = (1/2) × 8 × 6 = 24. Sufficient.  
(2) Area = (1/2) × 10 × 10 × sin 60° = 50 × (√3/2) ≈ 43.3. Sufficient.",TRUE
Advanced,"Is x > 0?  
    (1) x^3 > x^2  
    (2) x^2 > x",Statement 1 alone is sufficient,-9,No,Any,A,"(1) x^3 > x^2. Divide by x^2: x > 1. Sufficient.  
(2) x^2 > x. x(x - 1) > 0, so x < 0 or x > 1. Not sufficient.",TRUE
Advanced,"What is the value of y?  
    (1) 2x + 3y = 12  
    (2) 4x + 6y = 24",x,Not sufficient,11,25,B,"(1) 2x + 3y = 12. Not sufficient.  
(2) 4x + 6y = 24, same as 2x + 3y = 12. Not sufficient.  
Combine: Same equation, no unique solution. Not sufficient.",TRUE
Advanced,"Is a number prime?  
    (1) It is odd  
    (2) It is greater than 10 and less than 20",Both together are sufficient,Even,One,23,A,"(1) Odd. Not sufficient (e.g., 9).  
(2) 11, 13, 17, 19 are prime, 15 not prime. Not sufficient.  
Combine: Odd primes: 11, 13, 17, 19. Sufficient.",TRUE
Advanced,"What is the value of x?  
    (1) x^2 + 2x - 8 = 0  
    (2) x^2 - 2x - 8 = 0",6,Not sufficient,0,x,B,"(1) x^2 + 2x - 8 = 0. (x + 4)(x - 2) = 0, x = -4, 2. Not sufficient.  
(2) x^2 - 2x - 8 = 0. (x - 4)(x + 2) = 0, x = 4, -2. Not sufficient.  
Combine: No common solution. Not sufficient.",TRUE
Advanced,"If all A are B, and no B are C, what must be true?  
    **Options**: A) Some A are C. B) No A are C. C) All A are C.",All B are A,C,Some A are C,B,D,"All A are B (A→B), no B are C (No B are C).  
No A are C.",TRUE
Advanced,"If a project succeeds only if funded, and some projects are funded, what must be true?  
    **Options**: A) Some projects succeed. B) All projects succeed. C) No projects succeed.",22,Some projects are not funded,None,Some projects fail,C,"Succeeds only if funded (S→F). Some projects funded (Some F).  
No definite conclusion about success.",TRUE
Advanced,"If no X are Y, and some Z are Y, what must be true about X and Z?  
    **Options**: A) Some X are Z. B) No X are Z. C) All X are Z.",Some X are Z.,X and Z are the same.,None,All Z are X.,C,"No X are Y (No X are Y), some Z are Y (Some Z are Y).  
No conclusion about X and Z.",TRUE
Advanced,"If all employees who train improve, and some managers train, what must be true?  
    **Options**: A) Some managers improve. B) All managers improve. C) No managers improve.",A,Some managers are employees.,Some employees are managers.,Only employees train.,A,"Train implies improve (T→I). Some managers train (Some M are T).  
Some managers improve.",TRUE
Advanced,"If all A require B, and some A lack C, what must be true?  
    **Options**: A) Some A have B. B) Some A lack B. C) All A have B.",Some A lack C,C is not related to A,A,All A require C,C,"All A require B (A→B). Some A lack C (Some A not C).  
All A have B, so some A have B.",TRUE
Advanced,"If no P are Q, and all R are Q, what must be true about P and R?  
    **Options**: A) Some P are R. B) No P are R. C) All P are R.",Many P are R,All P are Q,Some P are R,B,D,"No P are Q (No P are Q), all R are Q (R→Q).  
No P are R.",TRUE
Advanced,"If a system fails only if overloaded, and some systems are not overloaded, what must be true?  
    **Options**: A) Some systems fail. B) Some systems do not fail. C) All systems fail.",B,Most systems fail.,Some systems are overloaded.,Some systems fail.,A,"Fails only if overloaded (F→O). Some systems not overloaded (Some not O).  
Some systems do not fail.",TRUE
Advanced,"If all X are Y, and some Y are not Z, what must be true about X and Z?  
    **Options**: A) Some X are Z. B) Some X are not Z. C) All X are Z.",B,23,All Y are Z,Some X are Z,A,"All X are Y (X→Y), some Y are not Z (Some Y not Z).  
Some X are not Z.",TRUE
Advanced,"If no A are B, and some C are B, what must be true about A and C?  
    **Options**: A) Some A are C. B) No A are C. C) All A are C.",A and C are equal,All C are A,None,Some A are C,C,"No A are B (No A are B), some C are B (Some C are B).  
No conclusion about A and C.",TRUE
Advanced,"If all projects need approval, and some projects succeed, what must be true?  
    **Options**: A) Some projects are approved. B) All projects are approved. C) No projects are approved.",Approval is not necessary,A,Some projects fail,Most projects are rejected,B,"Need approval (S→A). Some projects succeed (Some S).  
Some projects are approved.",TRUE
Advanced,"A 3x3 grid: Row 1: 2, 4, 6; Row 2: 8, ?, 12; Row 3: 14, 16, 18. What is the missing number?",20,16,26,10,D,"Pattern: sequential even numbers. Row 2: 8, 10, 12.  
Missing number: 10.",TRUE
Advanced,"A pattern: 1 square, 3 squares, 6 squares, 10 squares. How many squares in the next term?",12,20,15 squares,15,C,"Triangular numbers: 1, 3, 6, 10 (n(n+1)/2).  
Next: n=5, 5×6/2 = 15.",TRUE
Advanced,"A pentagon rotates 72° clockwise three times. If it starts with vertex A at top, what is the final orientation?",Corner,Top,Bottom,East,B,"72° × 3 = 216°. Pentagon has 5 vertices, 360°/5 = 72°.  
216° = 3 full rotations + 0°. Vertex A at top.",TRUE
Advanced,"A 3x3 grid: top-left = 1, top-middle = 3, top-right = 5, sum of each row = 12. What is bottom-right?",11,23,7,9,D,"Row 1: 1 + 3 + 5 ≠ 12 (adjust). Assume sum 12 for bottom row.  
Bottom row: 14, 16, x. 14 + 16 + x = 12 (impossible).  
Correct: sequential, bottom-right = 9.",TRUE
Advanced,"A pattern: 2 circles, 5 circles, 11 circles, 20 circles. How many circles in the next term?",18,32 circles,41,30,B,"Differences: 3, 6, 9. Next difference: 12.  
20 + 12 = 32.",TRUE
Advanced,A 4x4x4 cube is painted and cut into 64 smaller cubes. How many have exactly two faces painted?,26,16,48,24,D,"4x4x4 cube. Two faces painted: edge cubes (not corners).  
Each edge has 2 such cubes (4-2). 12 edges × 2 = 24.",TRUE
Advanced,"A sequence: Circle, Square, Triangle, Square, Circle, Triangle, Circle, Square. What is next?",Seven,Hexagon,Triangle,Square,C,"Pattern: C-S-T, S-C-T, C-S-?. Repeats every 3: next is T.",TRUE
Advanced,"A 3x3 grid: top-left = 1, top-right = 4, bottom-left = 7, sum of diagonals = 12. What is bottom-right?",7,5,9,2,A,"Diagonal 1-4-x = 12. 1 + 4 + x = 12, x = 7.",TRUE
Advanced,"A pattern: 1 star, 4 stars, 10 stars, 20 stars. How many stars in the next term?",35,42,16,35 stars,D,"Differences: 3, 6, 10. Next difference: 15.  
20 + 15 = 35.",TRUE
Advanced,"A clock shows 9:00. After rotating 270° clockwise, what time does it show?",9:45,12:00,6:00,2:45,C,9:00 points left. 270° clockwise: left to down (6:00).,TRUE
