"Level","Question","Option_A","Option_B","Option_C","Option_D","Correct_Option","Solution","Needs_Review"
"Advanced","A sequence cycles shapes (Circle, Square, Triangle), quadruples count, and cycles colors (Red, Blue, Green): 1 Circle (Red), 4 Squares (Blue), 16 Triangles (Green), __. What is the next shape, number, and color?","64 Circles, Red","64 Triangles, Red","256 Squares, Green","1 Square, Blue","A","Shapes: Circle, Square, Triangle, Circle. Number: 1, 4, 16, 64. Colors: Red, Blue, Green, Red.","TRUE"
"Advanced","A rectangle doubles length, adds 2 to width, and rotates 90° clockwise: 2×3, 4×5, 8×7, __. What is the next rectangle and rotation?","16×9, 0° rotation","16×5, 90° clockwise rotation","4×6, 0° rotation","8×9, 90° counter-clockwise rotation","A","Length: 2, 4, 8, 16. Width: 3, 5, 7, 9. Rotation: 90° × 4 = 360° = 0°.","TRUE"
"Advanced","A sequence of circles adds 3, cycles fills (Filled, Empty, Half), and rotates 45° anticlockwise: 3 (Filled), 6 (Empty), 9 (Half), __. What is the next number, fill, and rotation?","11, Empty, 90°","5, Filled, 225°","8, Half, 135°","12 circles, Filled, 180° anticlockwise","D","Number: 3, 6, 9, 12. Fill: Filled, Empty, Half, Filled. Rotation: 45° × 4 = 180°.","TRUE"
"Advanced","A pentagon adds 4 sides, rotates 36° clockwise, and alternates colors (Red, Blue): 5 (Red), 9 (Blue), 13 (Red), __. What is the next shape, color, and rotation?","17-gon, Blue, 144° clockwise","17-hexagon, Red, 108° clockwise","15-heptagon, Blue, 72° clockwise","19-octagon, Red, 216° clockwise","A","Sides: 5, 9, 13, 17 (17-gon). Colors: Red, Blue, Red, Blue. Rotation: 36° × 4 = 144°.","TRUE"
"Advanced","A sequence alternates shapes (Triangle, Square), triples count, and cycles colors (Red, Blue): 1 Triangle (Red), 3 Squares (Blue), 9 Triangles (Red), __. What is the next shape, number, and color?","1 Square, Blue","81 Triangles, Red","27 Squares, Blue","27 Triangles, Red","C","Shapes: Triangle, Square, Triangle, Square. Number: 1, 3, 9, 27. Colors: Red, Blue, Red, Blue.","TRUE"
"Advanced","A circle increases radius by 3, rotates 60° anticlockwise, and cycles fills (Filled, Empty): r=3 (Filled), r=6 (Empty), r=9 (Filled), __. What is the next radius, fill, and rotation?","r=12, Empty, 240° anticlockwise","r=8, Filled, 120° anticlockwise","r=10, Filled, 180° anticlockwise","r=4, Empty, 300° anticlockwise","A","Radius: 3, 6, 9, 12. Fill: Filled, Empty, Filled, Empty. Rotation: 60° × 4 = 240°.","TRUE"
"Advanced","2 : 12 :: 5 : __","15","20","35","45","D","2 × (2 + 4) = 12. Similarly, 5 × (5 + 4) = 45.","TRUE"
"Advanced","Circle (Red Filled) : Square (Blue Empty) :: Triangle (Green Half) : __","Triangle (Blue Empty)","Square (Red Filled)","Circle (Blue Empty)","Square (Green Half)","B","Circle to Square (shape), Red to Blue (color), Filled to Empty (state). Triangle to Square, Green to Red, Half to Filled.","TRUE"
"Advanced","3 : 24 :: 4 : __","18","5","9","36","D","3 × (3 + 5) = 24. Similarly, 4 × (4 + 5) = 36.","TRUE"
"Advanced","Filled Circle (3) : Empty Square (4) :: Half Triangle (3) : __","Filled Circle (3) : Empty Square (3)","Filled Square (3)","Filled Square (4)","Half Triangle (3) : Empty Square (4)","C","Filled to Empty (state), Circle to Square (shape +1 side), 3 to 4 (sides). Half to Filled, Triangle to Square, 3 to 4.","TRUE"
"Advanced","5 : 60 :: 6 : __","6 × 13 - 1 = 79","78","6 × 13 + 1 = 83","6 × 12 + 1 = 73","B","5 × (5 + 7) = 60. Similarly, 6 × (6 + 7) = 78.","TRUE"
"Advanced","Star (5 Red) : Circle (0 Blue) :: Pentagon (5 Green) : __","Pentagon (0 Blue)","Circle (5 Green)","Circle (0 Red)","Triangle (0 Red)","C","Star to Circle (shape, sides 5→0), Red to Blue (color). Pentagon to Circle, Green to Red.","TRUE"
"Advanced","2 : 20 :: 3 : __","33","32","30","34","A","2 × (2 + 8) = 20. Similarly, 3 × (3 + 8) = 33.","TRUE"
"Advanced","Red Filled : Blue Empty :: Green Half : __","Green Full","Red Filled","Red Empty","Blue Half","B","Red to Blue (color), Filled to Empty (state). Green to Red, Half to Filled.","TRUE"
"Advanced","4 : 40 :: 5 : __","45","60","50","55","D","4 × (4 + 6) = 40. Similarly, 5 × (5 + 6) = 55.","TRUE"
"Advanced","Triangle (3 Filled) : Square (4 Empty) :: Pentagon (5 Half) : __","Octagon (6 Empty)","Hexagon (5 Half)","Square (5 Half)","Hexagon (6 Filled)","D","Triangle to Square (+1 side), Filled to Empty. Pentagon to Hexagon, Half to Filled.","TRUE"
"Advanced","1 : 6 :: 3 : __","9 : 54","18 : 108","24","36 : 216","C","1 × (1 + 5) = 6. Similarly, 3 × (3 + 5) = 24.","TRUE"
"Advanced","Filled Circle : Empty Square :: Half Triangle : __","Filled Square : Empty Triangle","Empty Square : Filled Circle","Filled Square","Filled Triangle : Empty Circle","C","Filled to Empty (state), Circle to Square (shape). Half to Filled, Triangle to Square.","TRUE"
"Advanced","6 : 84 :: 7 : __","729 : 105","7 : 84","13 : 105","105","D","6 × (6 + 8) = 84. Similarly, 7 × (7 + 8) = 105.","TRUE"
"Advanced","Circle (0 Red) : Triangle (3 Blue) :: Square (4 Green) : __","Pentagon (5 Yellow)","Heptagon (7 Red)","Hexagon (6 Blue)","Octagon (8 Purple)","B","Circle to Triangle (+3 sides), Red to Blue. Square to Heptagon (+3), Green to Red.","TRUE"
"Advanced","2 : 18 :: 4 : __","44","48","36","22","A","2 × (2 + 7) = 18. Similarly, 4 × (4 + 7) = 44.","TRUE"
"Advanced","Red Circle (Filled) : Blue Square (Empty) :: Green Triangle (Half) : __","Red Square (Filled)","Red Triangle (Half)","Green Circle (Filled)","Blue Circle (Filled)","A","Red to Blue, Circle to Square, Filled to Empty. Green to Red, Triangle to Square, Half to Filled.","TRUE"
"Advanced","3 : 30 :: 5 : __","6 : 6","60","2 : 15","4 : 20","B","3 × (3 + 7) = 30. Similarly, 5 × (5 + 7) = 60.","TRUE"
"Advanced","Square (4 Filled) : Circle (0 Empty) :: Triangle (3 Half) : __","Triangle (3 Empty)","Square (4 Half)","Circle (0 Half)","Circle (0 Filled)","D","Square to Circle (-4 sides), Filled to Empty. Triangle to Circle (-3), Half to Filled.","TRUE"
"Advanced","4 : 48 :: 6 : __","6 × 8 = 48","84","6 × 14 = 84","4 × 12 = 48","B","4 × (4 + 8) = 48. Similarly, 6 × (6 + 8) = 84.","TRUE"
"Advanced","Pentagon (5 Red) : Hexagon (6 Blue) :: Heptagon (7 Green) : __","Octagon (8 Blue) : Nonagon (9 Green)","Hexagon (6 Green) : Heptagon (7 Red)","Octagon (8 Red)","Heptagon (7 Blue) : Nonagon (9 Green)","C","Pentagon to Hexagon (+1 side), Red to Blue. Heptagon to Octagon, Green to Red.","TRUE"
"Advanced","Matrix: [1, 6, 16; 2, 8, 20; 3, 10, __]. What is the missing number?","7","12","22","24","D","Columns: 1, 2, 3 (+1); 6, 8, 10 (+2); 16, 20, x (+4). Next: 20 + 4 = 24.","TRUE"
"Advanced","Matrix: [2, 12, 36; 3, 18, 54; 4, 24, __]. What is the missing number?","72","48","24","90","A","Each row: 2 × 1, 2 × 6, 2 × 18; 3 × 1, 3 × 6, 3 × 18; 4 × 1, 4 × 6, 4 × 18.  
    Next: 4 × 18 = 72.","TRUE"
"Advanced","Matrix: [Red Filled, Blue Empty, Green Half; Blue Empty, Green Half, Red Filled; Green Half, Red Filled, __]. What is the missing state?","Blue Filled","Green Empty","Blue Empty","Red Half","C","Each column shifts down: Red Filled → Blue Empty → Green Half; Blue Empty → Green Half → Red Filled; Green Half → Red Filled → Blue Empty.","TRUE"
"Advanced","Matrix: [1, 5, 14; 2, 8, 20; 3, 11, __]. What is the missing number?","37","42","17","26","D","Columns: 1, 2, 3 (+1); 5, 8, 11 (+3); 14, 20, x (+6). Next: 20 + 6 = 26.","TRUE"
"Advanced","Matrix: [Circle Red, Square Blue, Triangle Green; Square Blue, Triangle Green, Circle Red; Triangle Green, Circle Red, __]. What is the missing shape?","Triangle Blue","Circle Green","Square Blue","Square Red","C","Each column shifts down: Circle Red → Square Blue → Triangle Green; Square Blue → Triangle Green → Circle Red; Triangle Green → Circle Red → Square Blue.","TRUE"
"Advanced","Matrix: [4, 16, 40; 5, 20, 50; 6, 24, __]. What is the missing number?","30","60","48","75","B","Each row: 4 × 1, 4 × 4, 4 × 10; 5 × 1, 5 × 4, 5 × 10; 6 × 1, 6 × 4, 6 × 10.  
    Next: 6 × 10 = 60.","TRUE"
"Advanced","Matrix: [1, 7, 19; 2, 10, 25; 3, 13, __]. What is the missing number?","8","20","31","15","C","Columns: 1, 2, 3 (+1); 7, 10, 13 (+3); 19, 25, x (+6). Next: 25 + 6 = 31.","TRUE"
"Advanced","Matrix: [Filled Circle, Empty Square, Half Triangle; Empty Square, Half Triangle, Filled Circle; Half Triangle, Filled Circle, __]. What is the missing shape?","Half Triangle","Empty Square","Empty Circle","Filled Circle","B","Each column shifts down: Circle → Square → Triangle; Square → Triangle → Circle; Triangle → Circle → Square.","TRUE"
"Advanced","Matrix: [3, 12, 30; 4, 16, 40; 5, 20, __]. What is the missing number?","35","48","55","50","D","Each row: 3 × 1, 3 × 4, 3 × 10; 4 × 1, 4 × 4, 4 × 10; 5 × 1, 5 × 4, 5 × 10.  
    Next: 5 × 10 = 50.","TRUE"
"Advanced","Matrix: [1, 4, 16; 2, 8, 32; 3, 12, __]. What is the missing number?","48","24","36","12","A","Each row: 1 × 4⁰, 1 × 4¹, 1 × 4²; 2 × 4⁰, 2 × 4¹, 2 × 4²; 3 × 4⁰, 3 × 4¹, 3 × 4².  
    Next: 3 × 4² = 48.","TRUE"
"Advanced","Matrix: [Star Red, Circle Blue, Square Green; Circle Blue, Square Green, Star Red; Square Green, Star Red, __]. What is the missing shape?","Star Green","Circle Red","Circle Blue","Square Blue","C","Each column shifts down: Star Red → Circle Blue → Square Green; Circle Blue → Square Green → Star Red; Square Green → Star Red → Circle Blue.","TRUE"
"Advanced","Matrix: [2, 10, 28; 3, 15, 42; 4, 20, __]. What is the missing number?","56","6","48","18","A","Each row: 2 × 1, 2 × 5, 2 × 14; 3 × 1, 3 × 5, 3 × 14; 4 × 1, 4 × 5, 4 × 14.  
    Next: 4 × 14 = 56.","TRUE"
"Advanced","Matrix: [1, 6, 18; 2, 8, 22; 3, 10, __]. What is the missing number?","26","15","28","24","A","Columns: 1, 2, 3 (+1); 6, 8, 10 (+2); 18, 22, x (+4). Next: 22 + 4 = 26.","TRUE"
"Advanced","Matrix: [Red Filled, Green Empty, Blue Half; Green Empty, Blue Half, Red Filled; Blue Half, Red Filled, __]. What is the missing state?","75","50","Green Empty","Yellow Filled","C","Each column shifts down: Red Filled → Green Empty → Blue Half; Green Empty → Blue Half → Red Filled; Blue Half → Red Filled → Green Empty.","TRUE"
"Advanced","Matrix: [4, 20, 56; 5, 25, 70; 6, 30, __]. What is the missing number?","84","75","90","78","A","Each row: 4 × 1, 4 × 5, 4 × 14; 5 × 1, 5 × 5, 5 × 14; 6 × 1, 6 × 5, 6 × 14.  
    Next: 6 × 14 = 84.","TRUE"
"Advanced","Matrix: [1, 5, 17; 2, 8, 23; 3, 11, __]. What is the missing number?","Option 1: 27","Option 3: 15","29","Option 2: 31","C","Columns: 1, 2, 3 (+1); 5, 8, 11 (+3); 17, 23, x (+6). Next: 23 + 6 = 29.","TRUE"
"Advanced","Matrix: [2, 12, 36; 3, 18, 54; 4, 24, __]. What is the missing number?","72","9","48","5","A","Each row: 2 × 1, 2 × 6, 2 × 18; 3 × 1, 3 × 6, 3 × 18; 4 × 1, 4 × 6, 4 × 18.  
    Next: 4 × 18 = 72.","TRUE"
"Advanced","Matrix: [Filled Star, Empty Circle, Half Square; Empty Circle, Half Square, Filled Star; Half Square, Filled Star, __]. What is the missing shape?","Empty Square","Empty Circle","Half Circle","Filled Star","B","Each column shifts down: Star → Circle → Square; Circle → Square → Star; Square → Star → Circle.","TRUE"
"Advanced","Matrix: [3, 15, 45; 4, 20, 60; 5, 25, __]. What is the missing number?","75","90","70","35","A","Each row: 3 × 1, 3 × 5, 3 × 15; 4 × 1, 4 × 5, 4 × 15; 5 × 1, 5 × 5, 5 × 15.  
    Next: 5 × 15 = 75.","TRUE"
"Advanced","Matrix: [1, 7, 22; 2, 10, 28; 3, 13, __]. What is the missing number?","23","56","34","49","C","Columns: 1, 2, 3 (+1); 7, 10, 13 (+3); 22, 28, x (+6). Next: 28 + 6 = 34.","TRUE"
"Advanced","Which is the odd one out: 3, 12, 30, 66, 132, 242?","66","242","30","132","B","Differences: 9, 18, 36, 66, 110. Second differences: 9, 18, 30, 44. 242 breaks the pattern.","TRUE"
"Advanced","Which is the odd one out: Circle (Red Filled), Square (Blue Empty), Triangle (Green Half), Pentagon (Red Filled), Star (Blue Half)?","Star","Square (Red Half)","Triangle (Blue Filled)","Circle (Green Empty)","A","Circle, Square, Triangle, Pentagon are polygons. Star is not.","TRUE"
"Advanced","Which is the odd one out: 2, 7, 17, 37, 77, 152?","5","37","152","23","C","Differences: 5, 10, 20, 40, 75. 152 breaks the doubling pattern.","TRUE"
"Advanced","Which is the odd one out: Filled Circle (Red), Empty Square (Blue), Half Triangle (Green), Filled Pentagon (Yellow), Empty Star (Red)?","Empty Star","Half Circle (Green)","Empty Square (Yellow)","Filled Circle (Blue)","A","Star is not a polygon; others are.","TRUE"
"Advanced","Which is the odd one out: Star (Filled Red), Circle (Empty Blue), Square (Half Green), Triangle (Filled Yellow), Pentagon (Empty Red)?","Diamond","Triangle","Star","8","C","Star is not a polygon; others are.","TRUE"
"Advanced","Which is the odd one out: 1, 5, 16, 44, 104, 224, 464?","16","224","5","464","D","Differences: 4, 11, 28, 60, 120, 240. Second differences deviate at 464.","TRUE"
"Advanced","Which is the odd one out: Red Filled, Blue Empty, Green Half, Yellow Filled, Circle Empty?","Circle Empty","Green Circle","Red Filled","Blue Half","A","Circle Empty is a shape; others are color/state.","TRUE"
"Advanced","Which is the odd one out: 2, 5, 13, 35, 94, 248, 650?","35","13","94","650","D","Each follows: ×3 - 1, ×3 - 2, etc. 650 ≠ 248 × 3 - 94.","TRUE"
"Advanced","Which is the odd one out: Triangle (3 Red), Square (4 Blue), Pentagon (5 Green), Circle (0 Yellow), Hexagon (6 Red)?","5","2","3","Circle","D","Circle has 0 sides; others are polygons.","TRUE"
"Advanced","Which is the odd one out: Blue Circle (Filled), Red Square (Empty), Green Triangle (Half), Yellow Pentagon (Filled), Star (Red Empty)?","Star","Green Circle (Empty)","Red Pentagon (Half)","Blue Square (Filled)","A","Star is not a polygon.","TRUE"
"Advanced","Which is the odd one out: 5, 15, 35, 65, 105, 155, 205?","65","205","55","35","B","Differences: 10, 20, 30, 40, 50, 50. 205 breaks +10 pattern.","TRUE"
"Advanced","Which is the odd one out: Pentagon (Red Filled), Hexagon (Blue Empty), Heptagon (Green Half), Octagon (Yellow Filled), Circle (Red Empty)?","Hexagon (Green Half)","Heptagon (Red Filled)","Octagon (Blue Empty)","Circle","D","Circle is not a polygon.","TRUE"
"Advanced","Which is the odd one out: 2, 4, 11, 29, 74, 182, 446?","446","11","5","29","A","446 ≠ 182 × 3 - 104.","TRUE"
"Advanced","Which is the odd one out: Filled Star (Red), Empty Circle (Blue), Half Square (Green), Filled Triangle (Yellow), Empty Pentagon (Green)?","Filled Square (Green)","Half Pentagon (Blue)","Star","Empty Triangle (Red)","C","Star is not a polygon.","TRUE"
"Advanced","Which is the odd one out: 1, 4, 12, 36, 108, 324, 970?","36*3+1","970","144","972","B","970 ≠ 324 × 3.","TRUE"
"Advanced","Which is the odd one out: Red Filled Circle, Blue Empty Square, Green Half Triangle, Yellow Filled Pentagon, Green Empty Star?","Blue Empty Triangle","Star","Yellow Filled Square","Green Empty Pentagon","B","Star is not a polygon.","TRUE"
"Advanced","Which is the odd one out: 3, 8, 22, 60, 164, 446, 1204?","164","446","1204","8","C","1204 ≠ 446 × 3 - 136.","TRUE"
"Advanced","Which is the odd one out: Square (Red Filled), Triangle (Blue Empty), Pentagon (Green Half), Hexagon (Yellow Filled), Star (Red Half)?","Square (Green Empty)","Pentagon (Blue Half)","Hexagon (Red Filled)","Star","D","Star is not a polygon.","TRUE"
