"Level","Question","Option_A","Option_B","Option_C","Option_D","Correct_Option","Solution","Needs_Review"
"Advanced","Meaning of “A Pyrrhic victory”:","Victory at great cost","A triumph with significant financial repercussions","A conquest that results in the downfall of the victor","A success that leads to widespread criticism","A","Means a win that inflicts heavy losses.","TRUE"
"Advanced","Meaning of “Bête noire”:","Something that causes great fear","Chief joy in life","Object of dislike","Dark obsession","C","Means something or someone strongly disliked.","TRUE"
"Advanced","Meaning of “Run the gauntlet”:","Endure a long period of boredom","Undergo a rigorous physical training program","Face severe criticism","Suffer extreme punishment","C","Means enduring harsh trials or criticism.","TRUE"
"Advanced","Meaning of “Turn a blind eye”:","Turn a deaf ear","Ignore deliberately","Close one's eyes to the truth","Wear a pair of sunglasses","B","Means to pretend not to notice.","TRUE"
"Advanced","Meaning of “Wear your heart on your sleeve”:","Keep your emotions locked away in a safe","Show emotions openly","Display your inner thoughts through art","Express your feelings in a loud voice","B","Means to display emotions openly.","TRUE"
"Advanced","Lexicon : Words :: Palette : ?","Tonal range","Chromatic spectrum","Artistic medium","Colors","D","A lexicon contains words for language; a palette contains colors for painting.","TRUE"
"Advanced","Symphony : Orchestra :: Theorem : ?","Statement : Statistician","Hypothesis : Geometer","Mathematician","Proof : Researcher","C","A symphony is performed by an orchestra; a theorem is developed by a mathematician.","TRUE"
"Advanced","Compass : Navigation :: Sextant : ?","Astronomy","Almanac","Celestial Body","Geography","A","A compass aids navigation; a sextant aids astronomy (for navigation).","TRUE"
"Advanced","Glacier : Ice :: Volcano : ?","Lava","Magma","Eruption","Rock","A","A glacier is composed of ice; a volcano is composed of lava.","TRUE"
"Advanced","Canvas : Painter :: Manuscript : ?","Scribe","Calligrapher","Writer","Typographer","C","A canvas is a painter’s medium; a manuscript is a writer’s medium.","TRUE"
"Advanced","Neuron : Brain :: Circuit : ?","Engine","Microchip","Processor","Computer","D","Neurons are units of the brain; circuits are units of a computer.","TRUE"
"Advanced","Rudder : Ship :: Joystick : ?","Aircraft","Steering wheel : Car","Control panel : Computer","Flight stick : Helicopter","A","A rudder controls a ship’s direction; a joystick controls an aircraft’s direction.","TRUE"
"Advanced","Microscope : Cell :: Telescope : ?","Eyeglasses","Spacecraft","Binoculars","Stars","D","A microscope reveals cells; a telescope reveals stars.","TRUE"
"Advanced","Algorithm : Programming :: Recipe : ?","Methodology : Horticulture","Formula : Confection","Cooking","Computer science : Cuisine","C","An algorithm is a procedure in programming; a recipe is a procedure in cooking.","TRUE"
"Advanced","Anvil : Blacksmith :: Beaker : ?","Glassblower,","Chemist","Scientist,","Carpenter","B","An anvil is a tool for a blacksmith; a beaker is a tool for a chemist.","TRUE"
"Basic","Find the error: The boys *is* playing football.","is → are","The boy is playing football with his friends.","The boys are playing football.","The football that the boy is playing *is* very exciting.","A","Plural subject ""boys"" requires ""are."" Error: *is*.","TRUE"
"Basic","Spot the error: They *was* waiting for the bus.","The crowd they was waiting for the bus.","They was a lot of people waiting for the bus.","They all were waiting for the bus.","was → were","D","Plural subject ""They"" requires ""were."" Error: *was*.","TRUE"
"Basic","Identify the error: The book *is* on the tables.","tables → table","The book is on the table now.","The book is on the tables outside.","The book is on the table's surface.","A","Singular ""book"" implies one table. Error: *tables*.","TRUE"
"Basic","Correct: The childrens are playing.","The children were playing outside.","The childrens is playing with the ball.","The children are playing.","The children have play outside all day.","C","""Children"" is plural of child. Subject ""children"" requires ""are.""","TRUE"
"Basic","Correct: They was at the party.","They were going at the party.","They were at the party.","They is at the party.","They were attending on the party.","B","Plural ""They"" requires ""were.""","TRUE"
"Basic","Correct: The dog run fastly.","The dog is running quickly.","The dog runs well.","The dog run faster.","The dog runs fast.","D","Third person singular ""dog"" requires ""runs."" ""Fast"" is an adverb, not ""fastly.""","TRUE"
"Basic","Passage: The sun is a star at the center of our solar system. It provides energy for Earth, enabling life to exist. Plants use sunlight for photosynthesis, producing oxygen. The sun’s gravity keeps planets in orbit. It is about 4.6 billion years old and expected to last another 5 billion years.

Question: What enables life on Earth according to the passage?","The Earth's natural magnetism.","Plants' ability to breathe underwater oxygen.","The presence of water in the planet's atmosphere.","The sun’s energy.","D","The sun provides energy, enabling life.","TRUE"
"Basic","Arrange: (A) in the park (B) they (C) play (D) football","A-D-C-B","C-B-A-D","B-D-A-C","B-C-D-A","D","Subject-verb-object-place: They play football in the park.","TRUE"
"Basic","Arrange: (A) is (B) the sky (C) blue (D) today","B-C-A-D","B-A-C-D","C-A-B-D","A-D-B-C","B","Subject-verb-complement-adverb: The sky is blue today.","TRUE"
"Intermediate","Spot the error: The team *comprises* of five members.","The team is comprised of five members.","of → remove of","The team comprises five members.","The team consist of five members.","B","“Comprises” means includes, not followed by “of.” Error: *of*.","TRUE"
"Intermediate","Identify the error: The data *is* insufficient to draw conclusions.","The data is been insufficient to draw conclusions.","The data are lack sufficient data to draw conclusions.","is → are","The data remain insufficient to draw conclusions.","C","“Data” is plural, requiring “are.” Error: *is*.","TRUE"
"Intermediate","Spot the error: The boy, along with his friends, *were* playing.","The boy, along with his friends, *was* playing.","were → was","The boy, along with his friends, *are* playing yesterday.","The boys, along with their friends, *were* playing.","B","Subject “boy” is singular, requiring “was.” Error: *were*.","TRUE"
"Intermediate","Correct: The committee *have* decided to postpone the meeting.","The committees have decided to postpone the meeting.","The committee has decided to postpone the meeting.","The committee were decided to postpone the meeting.","The committee will have decided to postpone the meeting.","B","“Committee” is singular, requiring “has.”","TRUE"
"Intermediate","Correct: The news *were* shocking to everyone.","The news were shocking everyone.","The news is shocking to everyone.","The news were being shocking to everyone.","The news was shocking to everyone.","D","“News” is singular, requiring “was.”","TRUE"
"Intermediate","Arrange: (A) delivered (B) the speaker (C) an inspiring (D) speech","C-B-A-D","B-A-C-D","B-D-A-C","D-B-A-C","B","Subject-verb-object-adjective: The speaker delivered an inspiring speech.","TRUE"
"Intermediate","Arrange: (A) the project (B) successfully (C) they (D) completed","B-A-D-C","A-C-B-D","C-D-A-B","D-B-A-C","C","Subject-verb-object-adverb: They completed the project successfully.","TRUE"
"Intermediate","Arrange: (A) in the garden (B) blooms (C) the rose (D) beautifully","C-B-D-A","B-A-D-C","C-D-B-A","A-D-B-C","A","Subject-verb-place-adverb: The rose blooms beautifully in the garden.","TRUE"
"Intermediate","Arrange: (A) to the team (B) the manager (C) gave (D) instructions","B-C-D-A","B-D-A-C","C-A-B-D","D-C-A-B","A","Subject-verb-object-recipient: The manager gave instructions to the team.","TRUE"
"Intermediate","Arrange: (A) in the sky (B) brightly (C) the stars (D) shine","D-B-C-A","C-D-B-A","A-B-D-C","C-A-B-D","B","Subject-verb-place-adverb: The stars shine brightly in the sky.","TRUE"
"Intermediate","Arrange: (A) every morning (B) the birds (C) sing (D) melodiously","B-C-D-A","A-C-D-B","C-B-A-D","D-B-A-C","A","Subject-verb-adverb-time: The birds sing melodiously every morning.","TRUE"
"Intermediate","Meaning of “The apple doesn’t fall far from the tree”:","Parents are more likely to be apples than their children.","Children are more likely to like apples than their parents.","The saying refers to the common occurrence of falling objects in autumn.","Children resemble parents","D","Means children are similar to parents.","TRUE"
"Advanced","Identify the error: The phenomena *is* being studied extensively.","The phenomena *have* been being studied extensively.","The phenomena *are* being studied extensively.","The phenomenon *is* being studying now.","is → are","D","“Phenomena” is plural, requiring “are.” Error: *is*.","TRUE"
"Advanced","Identify the error: The company *has lain* dormant for years.","The company has been lying dormant for years.","lain → laid","The company lies dormant for years.","The company has remained dormant for years.","B","“Lie” (recline) past participle is “lain”; for “lay” (place), use “laid.” Error: *lain*.","TRUE"
"Advanced","Spot the error: The data *suggests* a strong correlation.","The data suggests an increasing trend.","suggests → suggest","The data suggest that it is a strong correlation.","The data are suggesting a strong correlation.","B","“Data” is plural, requiring “suggest.” Error: *suggests*.","TRUE"
"Advanced","Spot the error: The criteria *was* not met by the proposal.","The criteria were not met by the proposals.","The criteria had not met the proposal.","was → were","The criteria was met by the proposals.","C","“Criteria” is plural, requiring “were.” Error: *was*.","TRUE"
"Advanced","Correct: The team *were* unable to reach *a* consensus.","The team were unable to reach the consensus.","The team is unable to reach a consensus.","The team were unable to reach the consensus.","The team was unable to reach consensus.","D","“Team” is singular, requiring “was.” Use “consensus” without “a.”","TRUE"
"Advanced","Correct: The professor, *together with* his students, *were* conducting research.","The professor and his students were conducting researches.","The professor, together with his students, was conducting research.","The professor, along with his students, is conducting research.","The professors, together with his students, were conducting research.","B","Subject “professor” is singular, requiring “was.”","TRUE"
"Advanced","Correct: The phenomena *is* observable under specific conditions.","The phenomena are observables under specific conditions.","The phenomena were observable under specific conditions yesterday.","The phenomena are observable under specific conditions.","The phenomena has been observable under specific conditions since the discovery.","C","“Phenomena” is plural, requiring “are.”","TRUE"
"Advanced","Correct: The policy *affects* the employees’ morale adverse.","The policy affects the employees' morale very badly.","The policy affect the employees' morale adversely.","The policy affects the employees’ morale adversely.","The policy effects the employees morale are adversely affected.","C","“Adverse” should be “adversely” (adverb).","TRUE"
"Advanced","Correct: The data *was* analyzed thoroughly.","The data were analyzed thoroughly by me.","The data are being analyzed thoroughly.","The data were analyzed thoroughly.","The data is being analyzed thoroughly.","C","“Data” is plural, requiring “were.”","TRUE"
"Advanced","Arrange: (A) with remarkable (B) the scientist (C) presented (D) clarity, (E) her findings","B-E-D-C-A","C-D-E-A-B","B-C-E-A-D","D-A-B-E-C","C","Subject-verb-object-adverb: The scientist presented her findings with remarkable clarity.","TRUE"
"Advanced","Arrange: (A) despite (B) succeeded, (C) the team (D) challenges, (E) formidable","C-B-A-E-D","C-A-D-E-B","E-B-C-A-D","D-A-E-B-C","A","Subject-verb-adverb-object: The team succeeded despite formidable challenges.","TRUE"
"Advanced","Arrange: (A) the novel, (B) with intricate (C) captivated (D) readers, (E) plots","E-B-C-A-D","A-D-B-E-C","C-A-B-E-D","A-B-E-C-D","D","Subject-verb-object-adverb: The novel, with intricate plots, captivated readers.","TRUE"
"Advanced","Arrange: (A) the lecture, (B) with profound (C) inspired, (D) insights, (E) students","A-B-D-C-E","E-D-A-B","B-D-E-A","C-A-E-B","A","Subject-verb-object-adverb: The lecture, with profound insights, inspired students.","TRUE"
"Advanced","Arrange: (A) the decision, (B) with far-reaching (C) was made, (D) implications, (E) hastily","A-C-E-B-D","D-B-E-A-C","E-D-C-B-A","A-C-B-D-E","A","Subject-verb-adverb-object: The decision was made hastily with far-reaching implications.","TRUE"
"Advanced","Arrange: (A) the debate, (B) with compelling (C) arguments, (D) concluded, (E) decisively","B-A-E-C-D","D-C-B-A-E","A-D-E-B-C","A-E-C-B-D","C","Subject-verb-adverb-object: The debate concluded decisively with compelling arguments.","TRUE"
